Invoice_ID,PO_Number,Supplier_ID,Invoice_Amount,Currency,Invoice_Date,Description,Department,Requestor,Status
INV-000462,PO-00271,SUP-002,33709.26,USD,2025-03-16,Video Production Services - Promo (Shipping/Tax Diff),Marketing,User_1,Review Further
INV-000463,PO-00014,SUP-003,34564.02,GBP,2026-01-12,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_2,Review Further
INV-000464,,SUP-046,3373.8,USD,2025-07-07,Suspicious Non-PO Request,Operations,User_12,Reject
INV-000465,PO-00124,SUP-022,14574.8,EUR,2025-12-13,Payroll Processing Fees - Oct,Finance,User_11,Approve
INV-000466,PO-00141,SUP-044,10172.48,EUR,2025-06-12,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_16,Review Further
INV-000467,PO-00075,SUP-015,15397.02,USD,2025-11-23,Dell Latitude 5520 Laptop (Count: 5),IT,User_10,Approve
INV-000468,PO-00012,SUP-004,11711.82,USD,2025-08-07,Breakroom Snacks and Coffee (Shipping/Tax Diff),Operations,User_20,Review Further
INV-000469,PO-00016,SUP-016,43880.2,USD,2025-11-11,Facilities Management Retainer,Operations,User_16,Approve
INV-000470,PO-00105,SUP-039,29808.84,USD,2025-03-20,Unrelated Service Fee,Operations,User_10,Reject
INV-000471,,SUP-018,3073.72,USD,2025-04-20,Waste Management Services,Operations,User_4,Review Further
INV-000472,PO-00236,SUP-014,3880.17,USD,2025-09-18,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-000473,,SUP-045,2101.63,USD,2025-12-04,Suspicious Non-PO Request,Marketing,User_19,Reject
INV-000474,PO-00219,SUP-045,33861.45,USD,2025-02-17,Creative Design for Holiday Campaign,Marketing,User_14,Review Further
INV-000475,PO-00024,SUP-016,45675.08,USD,2025-10-04,Breakroom Snacks and Coffee,Operations,User_5,Approve
INV-000476,PO-00223,SUP-020,38483.8,USD,2025-06-09,Breakroom Snacks and Coffee,Operations,User_11,Approve
INV-000477,PO-00266,SUP-046,6531.49,USD,2025-06-29,Office Supplies - Paper/Pens/Ink,Operations,User_20,Review Further
INV-000478,PO-00247,SUP-037,29954.54,USD,2025-03-30,Microsoft 365 Enterprise Licenses (Annual),IT,User_18,Approve
INV-000479,,SUP-022,3304.73,USD,2025-11-20,Suspicious Non-PO Request,Finance,User_11,Reject
INV-000480,PO-00047,SUP-007,13479.52,USD,2025-11-27,Dell Latitude 5520 Laptop (Count: 5) (Shipping/Tax Diff),IT,User_14,Review Further
INV-000481,PO-00133,SUP-037,17664.42,EUR,2025-06-08,Cloud Hosting Services - AWS,IT,User_3,Reject
INV-000482,PO-00267,SUP-023,8652.35,USD,2025-03-23,Payroll Processing Fees - Oct,Finance,User_17,Reject
INV-000483,PO-00002,SUP-043,36955.33,GBP,2025-05-06,Bank Transaction Fees,Finance,User_19,Review Further
INV-000484,,SUP-003,1088.08,USD,2025-06-11,Suspicious Non-PO Request,IT,User_12,Reject
INV-000485,PO-00225,SUP-026,49217.42,USD,2025-11-03,Corporate Insurance Premium,Finance,User_3,Reject
INV-000486,PO-00171,SUP-010,53923.55,USD,2025-06-07,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_8,Review Further
INV-000487,PO-00262,SUP-044,19058.18,GBP,2025-03-31,Audit Services - FY2025,Finance,User_4,Review Further
INV-000488,,SUP-015,4244.14,USD,2025-01-20,Microsoft 365 Enterprise Licenses (Annual),IT,User_17,Review Further
INV-000489,,SUP-029,3367.76,USD,2025-04-26,Suspicious Non-PO Request,Finance,User_9,Reject
INV-000490,PO-00080,SUP-039,30758.06,EUR,2025-09-18,Security Guard Services - Nov,Operations,User_14,Approve
INV-000491,PO-00118,SUP-018,17914.62,USD,2025-08-06,Pest Control Quarterly Service,Operations,User_10,Approve
INV-000492,,SUP-001,4079.43,USD,2025-03-07,Suspicious Non-PO Request,Operations,User_20,Reject
INV-000493,PO-00224,SUP-032,25120.57,USD,2025-03-03,Payroll Processing Fees - Oct,Finance,User_5,Approve
INV-000494,,SUP-043,3339.24,USD,2025-07-28,Suspicious Non-PO Request,Finance,User_13,Reject
INV-000495,PO-00181,SUP-002,39638.76,USD,2025-04-06,Q3 Digital Ad Campaign Management,Marketing,User_18,Approve
INV-000496,,SUP-010,3731.17,USD,2025-04-27,Suspicious Non-PO Request,Finance,User_20,Reject
INV-000497,PO-00150,SUP-006,51537.32,EUR,2025-10-12,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_10,Review Further
INV-000498,PO-00225,SUP-026,35331.73,USD,2025-10-26,Corporate Insurance Premium,Finance,User_3,Approve
INV-000499,,SUP-013,928.26,USD,2025-12-29,Suspicious Non-PO Request,IT,User_3,Reject
INV-000500,PO-00003,SUP-038,1974.96,USD,2025-02-02,Office Supplies - Paper/Pens/Ink,Operations,User_17,Approve
INV-000501,PO-00091,SUP-019,48876.4,EUR,2025-08-18,Office Cleaning Services - Monthly (Shipping/Tax Diff),Operations,User_16,Review Further
INV-000502,,SUP-028,2358.34,USD,2025-04-03,Suspicious Non-PO Request,IT,User_2,Reject
INV-000503,PO-00063,SUP-010,42843.28,USD,2025-07-23,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_9,Review Further
INV-000504,PO-00097,SUP-023,14571.06,USD,2025-03-01,Financial Reporting Software - Seat License (Shipping/Tax Diff),Finance,User_15,Review Further
INV-000505,PO-00050,SUP-047,1369.78,USD,2025-03-03,Microsoft 365 Enterprise Licenses (Annual),IT,User_18,Reject
INV-000506,PO-00200,SUP-017,2808.17,EUR,2025-12-08,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_1,Review Further
INV-000507,PO-00063,SUP-010,39228.13,USD,2025-07-22,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-000508,,SUP-019,3775.65,USD,2025-10-12,Office Cleaning Services - Monthly,Operations,User_16,Review Further
INV-000509,PO-00235,SUP-023,34216.11,USD,2025-10-12,Corporate Insurance Premium,Finance,User_11,Approve
INV-000510,PO-00018,SUP-043,13505.71,USD,2025-11-29,Corporate Insurance Premium,Finance,User_19,Review Further
INV-000511,PO-00030,SUP-027,32668.96,EUR,2025-12-31,Payroll Processing Fees - Oct,Finance,User_4,Approve
INV-000512,PO-00300,SUP-017,32423.75,EUR,2025-12-31,Cisco Meraki MR56 Access Points (Shipping/Tax Diff),IT,User_17,Review Further
INV-000513,PO-00292,SUP-020,45483.75,USD,2025-05-05,Pest Control Quarterly Service (Shipping/Tax Diff),Operations,User_15,Review Further
INV-000514,,SUP-030,2593.78,USD,2025-03-04,Suspicious Non-PO Request,IT,User_6,Reject
INV-000515,,SUP-025,3166.1,USD,2025-05-03,Security Guard Services - Nov,Operations,User_14,Review Further
INV-000516,PO-00275,SUP-036,10478.75,USD,2025-07-11,Unrelated Service Fee,Finance,User_11,Reject
INV-000517,PO-00102,SUP-011,23519.18,USD,2025-05-15,Unrelated Service Fee,IT,User_6,Reject
INV-000518,,SUP-017,3598.5,USD,2025-02-02,Microsoft 365 Enterprise Licenses (Annual),IT,User_3,Review Further
INV-000519,PO-00218,SUP-002,4994.2,USD,2025-12-02,Q3 Digital Ad Campaign Management (Shipping/Tax Diff),Marketing,User_6,Review Further
INV-000520,PO-00040,SUP-011,32781.17,USD,2025-03-06,Dell Latitude 5520 Laptop (Count: 5),IT,User_8,Approve
INV-000521,PO-00127,SUP-003,47481.72,USD,2025-12-12,Microsoft 365 Enterprise Licenses (Annual),IT,User_4,Approve
INV-000522,,SUP-018,79.2,USD,2025-11-26,Suspicious Non-PO Request,Operations,User_3,Reject
INV-000523,,SUP-042,4643.84,USD,2025-03-09,Suspicious Non-PO Request,Operations,User_10,Reject
INV-000524,,SUP-032,4637.12,USD,2025-07-28,Bank Transaction Fees,Finance,User_13,Review Further
INV-000525,,SUP-021,1138.34,USD,2025-08-02,Suspicious Non-PO Request,Finance,User_18,Reject
INV-000526,,SUP-003,3402.58,USD,2025-12-11,Suspicious Non-PO Request,IT,User_12,Reject
INV-000527,PO-00161,SUP-003,34788.88,USD,2025-11-30,Microsoft 365 Enterprise Licenses (Annual),IT,User_18,Approve
INV-000528,PO-00168,SUP-035,11993.33,EUR,2025-05-03,Breakroom Snacks and Coffee,Operations,User_9,Approve
INV-000529,PO-00110,SUP-024,23511.25,USD,2025-10-11,Cloud Hosting Services - AWS,IT,User_8,Approve
INV-000530,,SUP-018,4532.86,USD,2025-10-03,HVAC Maintenance and Repair,Operations,User_5,Review Further
INV-000531,PO-00275,SUP-036,10478.75,USD,2025-06-21,Tax Consultation Fees,Finance,User_11,Approve
INV-000532,,SUP-019,4008.32,USD,2025-02-10,Suspicious Non-PO Request,Operations,User_18,Reject
INV-000533,,SUP-034,3374.84,USD,2025-05-22,Suspicious Non-PO Request,IT,User_4,Reject
INV-000534,PO-00058,SUP-006,28264.89,USD,2025-08-29,Security Guard Services - Nov,Operations,User_5,Approve
INV-000535,PO-00029,SUP-016,21445.33,USD,2025-12-09,Office Supplies - Paper/Pens/Ink,Operations,User_10,Approve
INV-000536,PO-00164,SUP-038,49874.45,EUR,2025-04-14,Security Guard Services - Nov,Operations,User_6,Reject
INV-000537,PO-00120,SUP-042,10422.1,EUR,2026-01-23,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_9,Review Further
INV-000538,PO-00084,SUP-036,23094.86,USD,2025-04-07,Payroll Processing Fees - Oct,Finance,User_15,Approve
INV-000539,,SUP-033,1146.55,USD,2025-12-08,Suspicious Non-PO Request,Marketing,User_14,Reject
INV-000540,,SUP-031,3678.22,USD,2025-09-16,Suspicious Non-PO Request,Marketing,User_15,Reject
INV-000541,PO-00002,SUP-043,39924.0,USD,2025-04-13,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_19,Review Further
INV-000542,PO-00009,SUP-044,31116.73,USD,2026-01-05,Financial Reporting Software - Seat License,Finance,User_3,Approve
INV-000543,,SUP-029,3681.05,USD,2025-11-30,Bank Transaction Fees,Finance,User_3,Review Further
INV-000544,,SUP-022,2560.53,USD,2025-01-29,Suspicious Non-PO Request,Finance,User_19,Reject
INV-000545,PO-00013,SUP-030,49040.83,EUR,2025-11-18,Cisco Meraki MR56 Access Points,IT,User_13,Reject
INV-000546,PO-00109,SUP-022,39075.15,USD,2025-05-22,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_20,Review Further
INV-000547,PO-00084,SUP-036,23094.86,USD,2025-04-16,Payroll Processing Fees - Oct,Finance,User_15,Approve
INV-000548,PO-00217,SUP-021,17374.35,USD,2025-09-27,Financial Reporting Software - Seat License,Finance,User_11,Approve
INV-000549,PO-00119,SUP-030,6472.47,GBP,2025-06-21,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_4,Review Further
INV-000550,PO-00268,SUP-040,38158.48,EUR,2025-06-23,Creative Design for Holiday Campaign (Shipping/Tax Diff),Marketing,User_1,Review Further
INV-000551,PO-00265,SUP-016,27665.81,GBP,2025-05-01,Waste Management Services,Operations,User_10,Review Further
INV-000552,PO-00052,SUP-009,8308.47,USD,2025-07-10,Cloud Hosting Services - AWS,IT,User_18,Approve
INV-000553,,SUP-049,1358.57,USD,2025-05-13,Suspicious Non-PO Request,Operations,User_2,Reject
INV-000554,PO-00246,SUP-039,17001.42,USD,2025-04-30,HVAC Maintenance and Repair,Operations,User_10,Approve
INV-000555,PO-00188,SUP-007,30974.78,USD,2025-11-02,Cloud Hosting Services - AWS,IT,User_12,Approve
INV-000556,PO-00203,SUP-043,34276.61,USD,2025-06-20,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_13,Review Further
INV-000557,PO-00084,SUP-036,24686.69,USD,2025-04-24,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_15,Review Further
INV-000558,PO-00197,SUP-044,38000.57,USD,2025-05-30,Audit Services - FY2025,Finance,User_9,Reject
INV-000559,PO-00190,SUP-027,45133.96,USD,2025-11-11,Bank Transaction Fees,Finance,User_2,Approve
INV-000560,PO-00222,SUP-020,11415.66,USD,2025-03-17,Office Cleaning Services - Monthly,Operations,User_7,Approve
INV-000561,,SUP-038,4416.07,USD,2025-08-27,Office Supplies - Paper/Pens/Ink,Operations,User_6,Review Further
INV-000562,PO-00066,SUP-040,16748.97,USD,2025-08-18,Social Media Content Creation - Oct,Marketing,User_12,Approve
INV-000563,,SUP-003,3030.0,USD,2025-03-15,Suspicious Non-PO Request,IT,User_8,Reject
INV-000564,PO-00291,SUP-015,49820.07,EUR,2025-06-03,Cloud Hosting Services - AWS,IT,User_7,Approve
INV-000565,PO-00146,SUP-014,28008.4,EUR,2025-05-06,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_15,Review Further
INV-000566,,SUP-010,2888.76,USD,2025-04-06,Suspicious Non-PO Request,Finance,User_5,Reject
INV-000567,PO-00255,SUP-046,48297.03,USD,2025-07-02,Pest Control Quarterly Service,Operations,User_12,Approve
INV-000568,,SUP-049,941.19,USD,2025-08-09,Suspicious Non-PO Request,Operations,User_20,Reject
INV-000569,PO-00248,SUP-022,39687.27,USD,2025-12-23,Unrelated Service Fee,Finance,User_14,Reject
INV-000570,PO-00073,SUP-005,15809.59,USD,2025-10-11,Unrelated Service Fee,Operations,User_13,Reject
INV-000571,,SUP-004,2083.3,USD,2025-03-28,Suspicious Non-PO Request,Operations,User_19,Reject
INV-000572,PO-00287,SUP-001,30452.19,USD,2025-03-15,Pest Control Quarterly Service,Operations,User_12,Approve
INV-000573,PO-00197,SUP-044,29648.22,USD,2025-06-22,Audit Services - FY2025,Finance,User_9,Approve
INV-000574,,SUP-013,1922.15,USD,2025-03-22,Dell Latitude 5520 Laptop (Count: 5),IT,User_4,Review Further
INV-000575,PO-00154,SUP-003,30884.93,USD,2025-11-17,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_15,Review Further
INV-000576,,SUP-049,4512.96,USD,2025-11-17,Security Guard Services - Nov,Operations,User_2,Review Further
INV-000577,PO-00084,SUP-036,26568.79,USD,2025-04-30,Payroll Processing Fees - Oct,Finance,User_15,Reject
INV-000578,PO-00248,SUP-022,41757.83,USD,2026-01-12,Tax Consultation Fees (Shipping/Tax Diff),Finance,User_14,Review Further
INV-000579,PO-00113,SUP-033,15609.29,USD,2025-10-13,Creative Design for Holiday Campaign,Marketing,User_9,Reject
INV-000580,PO-00030,SUP-027,35440.44,EUR,2025-12-30,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_4,Review Further
INV-000581,PO-00163,SUP-030,31742.47,USD,2025-05-29,Cloud Hosting Services - AWS,IT,User_3,Approve
INV-000582,PO-00231,SUP-021,16986.9,USD,2025-06-15,Tax Consultation Fees,Finance,User_17,Approve
INV-000583,PO-00154,SUP-003,29206.21,USD,2025-11-23,Server Rack Maintenance Fee,IT,User_15,Approve
INV-000584,,SUP-028,3731.05,USD,2025-01-17,Suspicious Non-PO Request,IT,User_19,Reject
INV-000585,PO-00262,SUP-044,19058.18,USD,2025-03-17,Audit Services - FY2025,Finance,User_4,Approve
INV-000586,PO-00057,SUP-044,32037.11,USD,2025-04-18,Financial Reporting Software - Seat License,Finance,User_15,Approve
INV-000587,PO-00084,SUP-036,23094.86,USD,2025-04-21,Payroll Processing Fees - Oct,Finance,User_15,Approve
INV-000588,PO-00212,SUP-034,17830.64,USD,2025-03-28,Software Development Consultation - Q3,IT,User_9,Approve
INV-000589,PO-00255,SUP-046,48297.03,USD,2025-07-05,Pest Control Quarterly Service,Operations,User_12,Approve
INV-000590,PO-00076,SUP-018,42094.04,EUR,2025-09-27,Facilities Management Retainer (Shipping/Tax Diff),Operations,User_15,Review Further
INV-000591,PO-00143,SUP-039,29664.74,USD,2025-07-27,Pest Control Quarterly Service,Operations,User_13,Reject
INV-000592,PO-00294,SUP-017,20996.64,USD,2025-11-16,Cloud Hosting Services - AWS,IT,User_6,Reject
INV-000593,PO-00162,SUP-005,41864.76,USD,2025-07-17,Pest Control Quarterly Service,Operations,User_20,Reject
INV-000594,PO-00068,SUP-044,30777.25,USD,2025-05-10,Financial Reporting Software - Seat License (Shipping/Tax Diff),Finance,User_4,Review Further
INV-000595,PO-00152,SUP-014,7659.78,USD,2025-10-29,Tax Consultation Fees,Finance,User_3,Approve
INV-000596,PO-00289,SUP-041,14295.14,USD,2026-01-20,Microsoft 365 Enterprise Licenses (Annual),IT,User_6,Approve
INV-000597,PO-00217,SUP-021,17374.35,USD,2025-09-18,Financial Reporting Software - Seat License,Finance,User_11,Approve
INV-000598,PO-00203,SUP-043,34435.25,USD,2025-06-29,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_13,Review Further
INV-000599,PO-00080,SUP-039,33214.82,EUR,2025-09-26,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_14,Review Further
INV-000600,PO-00101,SUP-032,8042.93,EUR,2025-12-11,Tax Consultation Fees,Finance,User_4,Approve
INV-000601,PO-00174,SUP-023,48964.76,USD,2025-12-29,Tax Consultation Fees,Finance,User_20,Reject
INV-000602,PO-00296,SUP-027,19901.5,USD,2025-02-20,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_15,Review Further
INV-000603,,SUP-008,51.42,USD,2025-04-04,Suspicious Non-PO Request,IT,User_3,Reject
INV-000604,PO-00066,SUP-040,16748.97,USD,2025-09-13,Social Media Content Creation - Oct,Marketing,User_12,Approve
INV-000605,,SUP-019,126.06,USD,2026-01-09,Suspicious Non-PO Request,Operations,User_3,Reject
INV-000606,PO-00126,SUP-010,4447.82,USD,2025-10-10,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_5,Review Further
INV-000607,,SUP-041,4817.13,USD,2025-09-03,Dell Latitude 5520 Laptop (Count: 5),IT,User_13,Review Further
INV-000608,PO-00122,SUP-003,9382.36,USD,2025-07-22,Dell Latitude 5520 Laptop (Count: 5),IT,User_9,Approve
INV-000609,PO-00201,SUP-050,42441.28,USD,2025-09-24,Waste Management Services,Operations,User_16,Approve
INV-000610,PO-00208,SUP-023,5114.89,USD,2025-04-04,Unrelated Service Fee,Finance,User_5,Reject
INV-000611,,SUP-032,2241.7,USD,2025-07-26,Suspicious Non-PO Request,Finance,User_19,Reject
INV-000612,PO-00220,SUP-046,29347.38,USD,2025-12-28,Breakroom Snacks and Coffee,Operations,User_17,Reject
INV-000613,PO-00279,SUP-023,25062.06,USD,2025-05-06,Payroll Processing Fees - Oct,Finance,User_17,Approve
INV-000614,,SUP-008,3186.63,USD,2025-05-06,Suspicious Non-PO Request,IT,User_8,Reject
INV-000615,PO-00210,SUP-008,50060.23,USD,2026-01-08,Monitor 27-inch 4K - Dell UltraSharp (Shipping/Tax Diff),IT,User_10,Review Further
INV-000616,,SUP-010,3384.8,USD,2025-07-08,Suspicious Non-PO Request,Finance,User_3,Reject
INV-000617,PO-00113,SUP-033,10999.93,USD,2025-10-27,Creative Design for Holiday Campaign,Marketing,User_9,Approve
INV-000618,,SUP-009,4738.23,USD,2025-12-29,Suspicious Non-PO Request,IT,User_7,Reject
INV-000619,,SUP-046,1248.18,USD,2025-05-29,Office Supplies - Paper/Pens/Ink,Operations,User_7,Review Further
INV-000620,,SUP-025,3112.05,USD,2025-04-03,Suspicious Non-PO Request,Operations,User_4,Reject
INV-000621,PO-00206,SUP-028,22952.02,USD,2025-09-10,Microsoft 365 Enterprise Licenses (Annual) (Shipping/Tax Diff),IT,User_14,Review Further
INV-000622,PO-00098,SUP-013,48123.01,USD,2025-08-11,Monitor 27-inch 4K - Dell UltraSharp,IT,User_14,Reject
INV-000623,PO-00066,SUP-040,16748.97,USD,2025-09-08,Social Media Content Creation - Oct,Marketing,User_12,Approve
INV-000624,,SUP-009,1149.36,USD,2025-11-05,Suspicious Non-PO Request,IT,User_5,Reject
INV-000625,PO-00125,SUP-029,16527.21,USD,2025-03-25,Payroll Processing Fees - Oct,Finance,User_3,Reject
INV-000626,PO-00081,SUP-038,36058.12,EUR,2025-05-01,Waste Management Services,Operations,User_13,Approve
INV-000627,PO-00007,SUP-040,18269.48,USD,2025-04-18,Video Production Services - Promo,Marketing,User_2,Approve
INV-000628,,SUP-043,3386.81,USD,2025-07-27,Suspicious Non-PO Request,Finance,User_19,Reject
INV-000629,PO-00231,SUP-021,16986.9,USD,2025-06-12,Tax Consultation Fees,Finance,User_17,Approve
INV-000630,,SUP-040,1383.57,USD,2025-11-23,Video Production Services - Promo,Marketing,User_11,Review Further
INV-000631,PO-00191,SUP-010,9895.52,EUR,2025-06-28,Audit Services - FY2025,Finance,User_3,Approve
INV-000632,PO-00149,SUP-044,1176.89,USD,2025-11-21,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-000633,,SUP-024,699.14,USD,2025-11-04,Suspicious Non-PO Request,IT,User_8,Reject
INV-000634,PO-00178,SUP-030,26777.19,GBP,2025-08-02,Cloud Hosting Services - AWS,IT,User_9,Review Further
INV-000635,,SUP-017,4797.78,USD,2025-03-31,Dell Latitude 5520 Laptop (Count: 5),IT,User_16,Review Further
INV-000636,PO-00060,SUP-036,15758.79,USD,2025-03-10,Unrelated Service Fee,Finance,User_7,Reject
INV-000637,PO-00170,SUP-027,15308.14,USD,2025-12-12,Payroll Processing Fees - Oct,Finance,User_15,Approve
INV-000638,PO-00096,SUP-017,1970.31,USD,2026-02-02,Monitor 27-inch 4K - Dell UltraSharp (Shipping/Tax Diff),IT,User_15,Review Further
INV-000639,,SUP-027,1116.56,USD,2025-05-24,Bank Transaction Fees,Finance,User_16,Review Further
INV-000640,PO-00060,SUP-036,15758.79,USD,2025-02-28,Audit Services - FY2025,Finance,User_7,Approve
INV-000641,PO-00279,SUP-023,28995.36,USD,2025-04-27,Payroll Processing Fees - Oct,Finance,User_17,Reject
INV-000642,PO-00231,SUP-021,18326.19,USD,2025-06-18,Tax Consultation Fees (Shipping/Tax Diff),Finance,User_17,Review Further
INV-000643,PO-00128,SUP-015,30512.72,EUR,2025-09-03,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_15,Approve
INV-000644,PO-00050,SUP-047,1044.57,USD,2025-02-26,Microsoft 365 Enterprise Licenses (Annual) (Shipping/Tax Diff),IT,User_18,Review Further
INV-000645,PO-00036,SUP-001,43259.92,USD,2025-10-21,Office Cleaning Services - Monthly,Operations,User_2,Approve
INV-000646,PO-00224,SUP-032,37052.8,USD,2025-02-13,Payroll Processing Fees - Oct,Finance,User_5,Reject
INV-000647,PO-00064,SUP-042,5850.73,USD,2026-01-13,Office Cleaning Services - Monthly,Operations,User_8,Review Further
INV-000648,,SUP-049,1750.95,USD,2025-06-23,Suspicious Non-PO Request,Operations,User_11,Reject
INV-000649,PO-00293,SUP-004,48394.28,USD,2026-01-27,Facilities Management Retainer,Operations,User_3,Approve
INV-000650,PO-00061,SUP-048,5588.28,EUR,2026-01-24,Unrelated Service Fee,Finance,User_20,Reject
INV-000651,PO-00289,SUP-041,14295.14,USD,2025-12-24,Microsoft 365 Enterprise Licenses (Annual),IT,User_6,Approve
INV-000652,PO-00116,SUP-033,5106.14,EUR,2025-02-07,SEO Optimization Services,Marketing,User_8,Approve
INV-000653,PO-00126,SUP-010,4167.07,USD,2025-09-28,Unrelated Service Fee,Finance,User_5,Reject
INV-000654,,SUP-046,2015.38,USD,2025-03-03,Suspicious Non-PO Request,Operations,User_3,Reject
INV-000655,,SUP-023,2015.21,USD,2025-02-25,Suspicious Non-PO Request,Finance,User_4,Reject
INV-000656,,SUP-013,4661.37,USD,2025-08-01,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_10,Review Further
INV-000657,,SUP-038,3151.08,USD,2025-03-22,HVAC Maintenance and Repair,Operations,User_17,Review Further
INV-000658,PO-00028,SUP-043,9026.16,USD,2025-04-23,Payroll Processing Fees - Oct,Finance,User_9,Reject
INV-000659,PO-00085,SUP-024,23730.34,USD,2025-11-03,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_16,Review Further
INV-000660,,SUP-043,3008.04,USD,2025-12-03,Suspicious Non-PO Request,Finance,User_19,Reject
INV-000661,PO-00244,SUP-022,34105.44,USD,2025-07-29,Audit Services - FY2025,Finance,User_3,Approve
INV-000662,PO-00291,SUP-015,49820.07,EUR,2025-05-09,Cloud Hosting Services - AWS,IT,User_7,Approve
INV-000663,PO-00230,SUP-050,29649.13,EUR,2025-09-11,Security Guard Services - Nov,Operations,User_10,Approve
INV-000664,,SUP-046,102.25,USD,2025-10-08,Facilities Management Retainer,Operations,User_5,Review Further
INV-000665,PO-00127,SUP-003,51649.36,USD,2025-11-18,Microsoft 365 Enterprise Licenses (Annual) (Shipping/Tax Diff),IT,User_4,Review Further
INV-000666,,SUP-040,2180.65,USD,2025-06-12,Suspicious Non-PO Request,Marketing,User_20,Reject
INV-000667,PO-00080,SUP-039,30758.06,EUR,2025-10-20,Security Guard Services - Nov,Operations,User_14,Approve
INV-000668,PO-00161,SUP-003,34788.88,USD,2026-01-10,Microsoft 365 Enterprise Licenses (Annual),IT,User_18,Approve
INV-000669,PO-00058,SUP-006,28264.89,USD,2025-09-06,Security Guard Services - Nov,Operations,User_5,Approve
INV-000670,,SUP-040,3145.35,USD,2025-10-05,Creative Design for Holiday Campaign,Marketing,User_20,Review Further
INV-000671,PO-00293,SUP-004,70109.7,USD,2026-01-10,Facilities Management Retainer,Operations,User_3,Reject
INV-000672,,SUP-018,596.26,USD,2025-09-04,Pest Control Quarterly Service,Operations,User_20,Review Further
INV-000673,PO-00043,SUP-027,34981.28,EUR,2025-08-20,Bank Transaction Fees,Finance,User_5,Approve
INV-000674,,SUP-005,4850.1,USD,2025-01-25,Security Guard Services - Nov,Operations,User_6,Review Further
INV-000675,,SUP-049,2220.16,USD,2025-01-18,Security Guard Services - Nov,Operations,User_8,Review Further
INV-000676,PO-00073,SUP-005,15809.59,USD,2025-10-20,Waste Management Services,Operations,User_13,Approve
INV-000677,PO-00240,SUP-044,9817.85,EUR,2026-01-06,Corporate Insurance Premium,Finance,User_17,Approve
INV-000678,PO-00085,SUP-024,23616.88,USD,2025-10-09,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_16,Review Further
INV-000679,,SUP-008,3889.48,USD,2025-02-19,Server Rack Maintenance Fee,IT,User_18,Review Further
INV-000680,PO-00289,SUP-041,14295.14,USD,2026-01-06,Microsoft 365 Enterprise Licenses (Annual),IT,User_6,Approve
INV-000681,PO-00147,SUP-029,13719.28,USD,2025-05-14,Tax Consultation Fees,Finance,User_15,Approve
INV-000682,PO-00212,SUP-034,26711.86,USD,2025-03-23,Software Development Consultation - Q3,IT,User_9,Reject
INV-000683,PO-00057,SUP-044,35212.17,USD,2025-04-21,Financial Reporting Software - Seat License (Shipping/Tax Diff),Finance,User_15,Review Further
INV-000684,PO-00177,SUP-009,37500.3,USD,2025-07-11,Unrelated Service Fee,IT,User_5,Reject
INV-000685,PO-00075,SUP-015,15397.02,USD,2025-12-07,Dell Latitude 5520 Laptop (Count: 5),IT,User_10,Approve
INV-000686,PO-00066,SUP-040,16748.97,USD,2025-09-16,Social Media Content Creation - Oct,Marketing,User_12,Approve
INV-000687,,SUP-042,1834.11,USD,2025-02-09,Security Guard Services - Nov,Operations,User_7,Review Further
INV-000688,PO-00261,SUP-037,21037.4,USD,2025-02-14,Monitor 27-inch 4K - Dell UltraSharp,IT,User_8,Approve
INV-000689,PO-00072,SUP-018,47469.29,USD,2025-03-06,Facilities Management Retainer,Operations,User_4,Approve
INV-000690,,SUP-050,257.87,USD,2026-01-02,Suspicious Non-PO Request,Operations,User_16,Reject
INV-000691,,SUP-035,830.61,USD,2025-03-01,Suspicious Non-PO Request,Operations,User_20,Reject
INV-000692,PO-00185,SUP-016,2970.36,USD,2025-05-10,Office Cleaning Services - Monthly (Shipping/Tax Diff),Operations,User_16,Review Further
